Iteration,IMUNo,OrientationX (deg),OrientationY,OrientationZ,GyroX (20rad/sec),GyroY,GyroZ,Elbow_Pos (rad),Time (sec)
50.00,0.00,101.94,-4.06,-94.94,-1.94,2.38,-0.25,0.01,1.00
50.00,1.00,339.19,2.31,-57.06,-1.56,1.38,1.00,0.01,1.02
50.00,2.00,81.31,-16.44,16.06,-2.19,-0.44,0.81,0.01,1.02
50.00,0.00,101.88,-4.06,-94.94,-1.81,2.81,-0.56,0.03,1.02
50.00,1.00,339.12,2.31,-57.00,-1.12,1.31,1.00,0.03,1.02
50.00,2.00,81.31,-16.44,16.06,-2.38,-0.31,0.56,0.03,1.04
50.00,0.00,101.81,-4.00,-94.94,-1.00,3.50,-0.50,0.06,1.04
50.00,1.00,339.12,2.31,-57.00,-0.94,1.00,1.12,0.06,1.04
50.00,2.00,81.31,-16.50,16.12,-2.00,-0.06,0.38,0.06,1.04
50.00,0.00,101.75,-4.00,-94.94,-0.62,4.75,-0.31,0.07,1.06
50.00,1.00,339.06,2.31,-57.00,-1.25,0.31,1.25,0.07,1.06
50.00,2.00,81.31,-16.50,16.12,-1.00,-0.69,0.56,0.07,1.06
50.00,0.00,101.69,-4.00,-94.94,-0.62,4.62,-0.62,0.08,1.08
50.00,1.00,339.06,2.38,-56.94,-1.31,0.56,2.00,0.08,1.08
50.00,2.00,81.31,-16.44,16.12,-0.75,-1.44,0.62,0.08,1.08
50.00,0.00,101.56,-4.00,-94.94,-0.69,4.69,-0.94,0.08,1.10
50.00,1.00,339.00,2.38,-56.94,-1.94,0.12,2.56,0.08,1.10
50.00,2.00,81.25,-16.44,16.12,-0.81,-2.81,0.56,0.08,1.10
50.00,0.00,101.50,-4.00,-94.94,-0.94,5.19,-0.88,0.09,1.12
50.00,1.00,338.94,2.44,-56.88,-1.75,-0.12,3.19,0.09,1.12
50.00,2.00,81.25,-16.38,16.12,-1.31,-3.31,0.81,0.09,1.12
50.00,0.00,101.38,-4.06,-94.88,-0.75,5.88,-0.81,0.10,1.14
50.00,1.00,338.88,2.50,-56.88,-1.62,0.12,2.81,0.10,1.14
50.00,2.00,81.19,-16.31,16.19,-1.12,-3.25,1.06,0.10,1.14
50.00,0.00,101.25,-4.00,-94.94,0.06,4.75,0.38,0.11,1.16
50.00,1.00,338.81,2.50,-56.88,-0.69,0.62,2.50,0.11,1.16
50.00,2.00,81.19,-16.31,16.12,-0.25,-2.75,1.06,0.11,1.16
50.00,0.00,101.19,-4.00,-94.94,0.12,3.62,0.81,0.11,1.18
50.00,1.00,338.81,2.56,-56.88,1.12,1.44,1.81,0.11,1.18
50.00,2.00,81.12,-16.25,16.12,0.25,-2.38,1.19,0.11,1.18
50.00,0.00,101.12,-4.00,-94.94,0.06,1.38,1.12,0.06,1.20
50.00,1.00,338.75,2.56,-56.88,3.25,1.06,0.25,0.06,1.20
50.00,2.00,81.12,-16.19,16.12,1.50,-2.25,1.25,0.06,1.20
50.00,0.00,101.06,-4.00,-94.94,1.69,0.56,1.00,-0.02,1.22
50.00,1.00,338.81,2.50,-57.00,6.12,0.44,-1.62,-0.02,1.22
50.00,2.00,81.12,-16.19,16.06,4.38,-2.19,1.50,-0.02,1.22
50.00,0.00,101.06,-4.00,-95.06,3.25,0.19,1.06,-0.20,1.24
50.00,1.00,338.81,2.44,-57.12,9.31,-0.31,-3.38,-0.20,1.24
50.00,2.00,81.06,-16.19,15.88,8.50,-0.06,1.50,-0.20,1.24
50.00,0.00,101.06,-3.94,-95.19,7.69,-0.44,1.44,-0.29,1.26
50.00,1.00,338.88,2.44,-57.38,10.38,-1.25,-2.81,-0.29,1.26
50.00,2.00,81.12,-16.19,15.69,10.44,1.44,1.50,-0.29,1.26
50.00,0.00,101.06,-3.94,-95.38,9.19,-0.31,1.50,-0.29,1.28
50.00,1.00,338.94,2.38,-57.56,9.94,-1.56,-1.94,-0.29,1.28
50.00,2.00,81.06,-16.25,15.50,9.38,1.06,1.94,-0.29,1.28
50.00,0.00,101.00,-3.88,-95.56,12.56,2.50,1.19,-0.16,1.30
50.00,1.00,339.00,2.38,-57.75,8.56,-1.75,-0.94,-0.16,1.30
50.00,2.00,81.06,-16.25,15.31,8.44,0.94,2.31,-0.16,1.30
50.00,0.00,100.94,-3.88,-95.88,13.81,3.94,1.19,0.08,1.32
50.00,1.00,339.00,2.44,-57.88,7.88,-2.81,-0.31,0.08,1.32
50.00,2.00,81.06,-16.31,15.12,6.50,0.44,2.31,0.08,1.32
50.00,0.00,100.75,-3.75,-96.25,16.31,6.56,1.56,0.48,1.34
50.00,1.00,339.06,2.44,-58.06,6.81,-3.75,0.19,0.48,1.34
50.00,2.00,81.00,-16.31,15.06,4.25,0.94,1.38,0.48,1.34
50.00,0.00,100.50,-3.69,-96.62,18.00,10.12,1.94,0.95,1.36
50.00,1.00,339.12,2.50,-58.19,5.38,-5.06,1.12,0.95,1.36
50.00,2.00,81.00,-16.38,14.94,3.56,0.69,0.81,0.95,1.36
50.00,0.00,100.12,-3.56,-97.06,19.69,13.06,2.88,1.43,1.38
50.00,1.00,339.12,2.56,-58.31,5.62,-6.00,-0.06,1.43,1.38
50.00,2.00,81.06,-16.38,14.88,5.00,-1.31,0.19,1.43,1.38
50.00,0.00,99.75,-3.44,-97.50,21.12,15.00,4.56,1.95,1.40
50.00,1.00,339.25,2.62,-58.44,5.56,-5.94,-2.25,1.95,1.40
50.00,2.00,81.06,-16.31,14.75,5.38,-3.38,0.44,1.95,1.40
50.00,0.00,99.38,-3.31,-97.94,23.56,15.25,4.88,2.55,1.42
50.00,1.00,339.38,2.62,-58.50,3.50,-5.00,-2.69,2.55,1.42
50.00,2.00,81.06,-16.25,14.62,5.12,-3.38,-0.06,2.55,1.42
50.00,0.00,99.00,-3.12,-98.50,27.06,12.69,4.81,3.30,1.44
50.00,1.00,339.44,2.62,-58.56,2.06,-4.06,-2.50,3.30,1.44
50.00,2.00,81.06,-16.19,14.56,4.44,-3.31,0.44,3.30,1.44
50.00,0.00,98.69,-3.06,-99.06,30.06,10.19,4.75,4.18,1.46
50.00,1.00,339.50,2.62,-58.56,0.31,-2.81,-1.50,4.18,1.46
50.00,2.00,81.06,-16.12,14.50,3.19,-3.69,0.88,4.18,1.46
50.00,0.00,98.44,-2.94,-99.62,29.31,8.44,2.88,4.98,1.48
50.00,1.00,339.56,2.62,-58.56,-0.06,-1.50,-0.19,4.98,1.48
50.00,2.00,81.06,-16.06,14.38,4.94,-2.75,-0.31,4.98,1.48
50.00,0.00,98.25,-2.88,-100.19,28.25,8.38,2.19,5.67,1.50
