Iteration,IMUNo,OrientationX (deg),OrientationY,OrientationZ,GyroX (20rad/sec),GyroY,GyroZ,Elbow_Pos (rad),Time (sec)
68.00,0.00,264.38,1.69,-94.81,0.50,-0.44,-0.50,0.02,0.00
68.00,1.00,257.12,1.56,-64.56,-0.06,-0.38,0.00,0.02,0.00
68.00,2.00,338.50,-25.62,6.06,0.00,-0.25,-0.25,0.02,0.00
68.00,0.00,264.44,1.62,-94.88,0.25,-0.88,0.00,0.06,1.02
68.00,1.00,257.12,1.56,-64.56,0.06,0.00,-0.19,0.06,1.02
68.00,2.00,338.38,-25.56,6.12,-0.94,0.38,-0.31,0.06,1.02
68.00,0.00,264.50,1.62,-94.88,-0.38,0.44,-0.38,0.07,1.04
68.00,1.00,257.12,1.56,-64.56,-0.31,0.19,-0.19,0.07,1.04
68.00,2.00,338.38,-25.56,6.12,-0.69,0.50,-0.50,0.07,1.04
68.00,0.00,264.50,1.62,-94.88,-0.31,0.12,-0.56,0.08,1.06
68.00,1.00,257.12,1.56,-64.56,-0.62,0.25,-0.06,0.08,1.06
68.00,2.00,338.38,-25.56,6.12,-0.62,0.88,-0.75,0.08,1.06
68.00,0.00,264.50,1.62,-94.88,-0.06,-1.25,-0.44,0.11,1.08
68.00,1.00,257.12,1.56,-64.56,-0.44,0.00,-0.06,0.11,1.08
68.00,2.00,338.44,-25.56,6.19,-0.81,0.38,-0.50,0.11,1.08
68.00,0.00,264.50,1.62,-94.88,-0.19,-1.31,-0.19,0.13,1.10
68.00,1.00,257.12,1.56,-64.56,-0.12,0.38,0.31,0.13,1.10
68.00,2.00,338.38,-25.56,6.19,-0.69,0.25,-0.50,0.13,1.10
68.00,0.00,264.50,1.62,-94.88,-0.81,0.19,-0.56,0.11,1.12
68.00,1.00,257.12,1.56,-64.56,0.56,-0.06,0.12,0.11,1.12
68.00,2.00,338.38,-25.56,6.19,-0.38,0.06,-0.50,0.11,1.12
68.00,0.00,264.50,1.62,-94.88,-0.38,-0.38,-0.44,0.09,1.14
68.00,1.00,257.12,1.56,-64.56,0.44,-0.19,0.06,0.09,1.14
68.00,2.00,338.38,-25.56,6.19,0.31,0.31,-0.56,0.09,1.14
68.00,0.00,264.56,1.62,-94.88,0.00,-1.56,-0.12,0.08,1.16
68.00,1.00,257.12,1.56,-64.56,-0.62,0.12,0.06,0.08,1.16
68.00,2.00,338.44,-25.56,6.19,0.12,0.19,-0.94,0.08,1.16
68.00,0.00,264.56,1.62,-94.88,-1.31,-0.50,0.31,0.07,1.18
68.00,1.00,257.12,1.56,-64.50,-0.81,0.56,0.50,0.07,1.18
68.00,2.00,338.44,-25.56,6.19,-0.88,0.00,-0.75,0.07,1.18
68.00,0.00,264.56,1.69,-94.81,-2.38,0.81,0.75,0.01,1.20
68.00,1.00,257.12,1.56,-64.50,-1.00,1.31,0.62,0.01,1.20
68.00,2.00,338.44,-25.56,6.19,-0.81,0.25,0.06,0.01,1.20
68.00,0.00,264.50,1.69,-94.81,-2.06,0.88,0.88,-0.12,1.22
68.00,1.00,257.12,1.56,-64.50,-2.12,3.44,0.56,-0.12,1.22
68.00,2.00,338.44,-25.62,6.19,1.56,1.12,0.38,-0.12,1.22
68.00,0.00,264.50,1.75,-94.81,1.25,-0.06,1.50,-0.23,1.24
68.00,1.00,257.00,1.50,-64.44,-2.88,5.31,0.75,-0.23,1.24
68.00,2.00,338.44,-25.62,6.06,4.19,1.69,0.62,-0.23,1.24
68.00,0.00,264.44,1.75,-94.81,1.12,0.62,2.50,-0.27,1.26
68.00,1.00,256.94,1.50,-64.38,-3.62,5.19,0.69,-0.27,1.26
68.00,2.00,338.38,-25.75,5.88,2.12,2.25,2.31,-0.27,1.26
68.00,0.00,264.31,1.88,-94.88,2.25,3.19,5.19,-0.15,1.28
68.00,1.00,256.81,1.44,-64.25,-5.81,6.50,1.69,-0.15,1.28
68.00,2.00,338.31,-25.81,5.75,-0.81,3.06,3.88,-0.15,1.28
68.00,0.00,264.00,2.00,-94.94,6.00,6.75,8.50,0.17,1.30
68.00,1.00,256.69,1.44,-64.12,-6.75,7.19,1.94,0.17,1.30
68.00,2.00,338.12,-25.88,5.69,-2.81,2.19,6.69,0.17,1.30
68.00,0.00,263.62,2.25,-95.12,9.81,11.31,11.19,0.62,1.32
68.00,1.00,256.62,1.44,-64.06,-6.44,7.44,1.94,0.62,1.32
68.00,2.00,337.94,-25.94,5.62,-2.56,1.31,9.81,0.62,1.32
68.00,0.00,263.00,2.50,-95.38,13.50,15.19,14.38,1.14,1.34
68.00,1.00,256.44,1.38,-63.88,-6.62,9.81,2.50,1.14,1.34
68.00,2.00,337.75,-26.00,5.50,-0.50,1.94,11.50,1.14,1.34
68.00,0.00,262.31,2.88,-95.62,17.00,18.31,16.88,1.81,1.36
68.00,1.00,256.31,1.38,-63.81,-6.81,10.44,3.06,1.81,1.36
68.00,2.00,337.44,-26.12,5.31,-1.44,1.56,13.88,1.81,1.36
68.00,0.00,261.50,3.25,-96.00,20.88,19.44,19.00,2.71,1.38
68.00,1.00,256.00,1.31,-63.62,-7.44,11.38,4.50,2.71,1.38
68.00,2.00,337.12,-26.12,5.12,-3.81,0.56,16.25,2.71,1.38
68.00,0.00,260.50,3.88,-96.94,24.81,18.25,20.31,3.81,1.40
68.00,1.00,255.75,1.31,-63.50,-7.56,14.31,5.19,3.81,1.40
68.00,2.00,336.75,-26.19,5.00,-5.19,1.75,18.56,3.81,1.40
68.00,0.00,259.44,4.50,-97.88,28.62,17.44,22.31,5.12,1.42
68.00,1.00,255.56,1.31,-63.44,-7.62,15.69,5.69,5.12,1.42
68.00,2.00,336.31,-26.31,4.81,-6.94,3.44,20.69,5.12,1.42
68.00,0.00,258.38,5.12,-98.75,31.75,17.69,25.12,6.59,1.44
68.00,1.00,255.06,1.25,-63.25,-7.19,18.19,6.75,6.59,1.44
68.00,2.00,335.81,-26.38,4.75,-8.50,2.44,22.75,6.59,1.44
68.00,0.00,257.31,5.75,-99.56,34.06,18.44,24.62,8.14,1.46
68.00,1.00,254.88,1.25,-63.19,-8.12,18.69,6.88,8.14,1.46
68.00,2.00,335.31,-26.50,4.62,-8.38,1.94,22.94,8.14,1.46
68.00,0.00,256.25,6.31,-100.31,37.00,18.25,24.88,9.83,1.48
68.00,1.00,254.31,1.19,-62.94,-9.56,20.19,8.00,9.83,1.48
68.00,2.00,334.81,-26.56,4.56,-9.00,1.94,24.19,9.83,1.48
68.00,0.00,255.19,6.88,-101.06,38.69,19.25,26.44,11.63,1.50
68.00,1.00,253.88,1.19,-62.75,-9.31,21.12,8.50,11.63,1.50
68.00,2.00,334.31,-26.62,4.50,-10.44,1.75,25.81,11.63,1.50
68.00,0.00,254.12,7.44,-101.75,38.19,21.44,25.62,13.43,1.52
68.00,1.00,253.69,1.12,-62.62,-9.19,21.56,8.62,13.43,1.52
68.00,2.00,333.75,-26.69,4.44,-11.12,0.00,26.75,13.43,1.52
68.00,0.00,252.94,8.00,-102.44,37.38,22.75,24.06,15.23,1.54
68.00,1.00,253.06,1.06,-62.38,-9.69,21.75,9.19,15.23,1.54
68.00,2.00,333.12,-26.69,4.44,-11.56,-0.19,26.62,15.23,1.54
68.00,0.00,251.81,8.56,-103.12,38.38,23.19,24.12,17.07,1.56
68.00,1.00,252.81,1.06,-62.25,-10.19,21.69,9.31,17.07,1.56
68.00,2.00,332.56,-26.75,4.38,-11.88,0.56,26.50,17.07,1.56
68.00,0.00,250.62,9.12,-103.81,39.81,21.12,26.12,18.99,1.58
68.00,1.00,252.38,1.06,-62.06,-10.31,21.94,9.62,18.99,1.58
68.00,2.00,332.00,-26.81,4.38,-12.81,0.06,26.19,18.99,1.58
68.00,0.00,249.56,9.62,-104.44,37.88,19.75,23.38,20.82,1.60
68.00,1.00,251.94,1.00,-61.88,-9.56,24.00,9.12,20.82,1.60
68.00,2.00,331.44,-26.81,4.38,-12.00,-0.56,25.38,20.82,1.60
68.00,0.00,248.62,10.06,-105.06,36.81,18.62,21.25,22.62,1.62
68.00,1.00,251.50,0.94,-61.62,-9.69,23.38,9.12,22.62,1.62
68.00,2.00,330.94,-26.88,4.38,-12.19,-0.12,24.25,22.62,1.62
68.00,0.00,247.69,10.44,-105.56,36.75,18.88,20.00,24.36,1.64
68.00,1.00,251.06,0.88,-61.44,-11.06,20.62,8.56,24.36,1.64
68.00,2.00,330.44,-26.88,4.38,-10.75,-0.06,23.19,24.36,1.64
68.00,0.00,246.88,10.81,-106.12,37.06,16.12,18.50,26.02,1.66
68.00,1.00,250.69,0.81,-61.25,-11.75,19.94,8.38,26.02,1.66
68.00,2.00,330.00,-26.94,4.38,-8.38,0.12,21.19,26.02,1.66
68.00,0.00,246.06,11.12,-106.69,36.94,13.62,18.12,27.72,1.68
68.00,1.00,250.31,0.75,-61.00,-11.81,18.56,8.12,27.72,1.68
68.00,2.00,329.56,-26.94,4.38,-9.44,-0.81,20.25,27.72,1.68
68.00,0.00,245.19,11.50,-107.31,34.62,13.62,16.69,29.34,1.70
68.00,1.00,250.00,0.69,-60.75,-12.31,17.06,7.94,29.34,1.70
68.00,2.00,329.12,-26.94,4.38,-9.75,-1.19,19.31,29.34,1.70
68.00,0.00,244.50,11.81,-107.88,32.75,13.38,15.31,30.85,1.72
68.00,1.00,249.62,0.69,-60.50,-12.50,16.88,7.81,30.85,1.72
68.00,2.00,328.75,-26.94,4.44,-8.31,-0.69,17.94,30.85,1.72
68.00,0.00,243.81,12.06,-108.25,30.56,13.00,13.38,32.28,1.74
68.00,1.00,249.31,0.62,-60.25,-11.38,16.38,7.12,32.28,1.74
68.00,2.00,328.38,-26.94,4.44,-8.56,-0.81,16.44,32.28,1.74
68.00,0.00,243.19,12.31,-108.62,29.50,11.62,11.50,33.68,1.76
68.00,1.00,249.00,0.56,-60.00,-11.44,15.69,6.88,33.68,1.76
68.00,2.00,328.06,-27.00,4.50,-8.81,-0.81,15.69,33.68,1.76
68.00,0.00,242.62,12.56,-109.00,28.88,11.88,11.88,35.04,1.78
68.00,1.00,248.75,0.50,-59.75,-11.38,13.25,6.31,35.04,1.78
68.00,2.00,327.75,-26.94,4.56,-8.12,-2.00,15.44,35.04,1.78
68.00,0.00,241.88,12.81,-109.50,26.38,14.94,9.81,36.29,1.80
68.00,1.00,248.56,0.44,-59.50,-10.12,12.56,6.25,36.29,1.80
68.00,2.00,327.38,-26.94,4.62,-7.81,-2.62,15.62,36.29,1.80
68.00,0.00,241.12,13.06,-109.81,24.06,15.94,8.56,37.45,1.82
68.00,1.00,248.31,0.38,-59.25,-9.69,13.31,6.19,37.45,1.82
68.00,2.00,327.06,-26.94,4.75,-7.56,-2.31,14.50,37.45,1.82
68.00,0.00,240.50,13.25,-110.12,24.00,13.25,8.50,38.57,1.84
