Iteration,IMUNo,OrientationX (deg),OrientationY,OrientationZ,GyroX (20rad/sec),GyroY,GyroZ,Elbow_Pos (rad),Time (sec)
38.00,0.00,257.06,5.44,-96.31,0.44,-0.62,-0.56,0.00,0.00
38.00,1.00,248.81,3.25,-66.00,0.25,-0.62,-0.56,0.00,0.00
38.00,2.00,335.62,-25.25,6.44,0.50,0.50,-0.31,0.00,0.00
38.00,0.00,257.44,5.25,-96.38,-0.19,0.38,-0.06,0.00,1.02
38.00,1.00,248.88,3.19,-66.00,0.06,0.25,0.38,0.00,1.02
38.00,2.00,335.62,-25.25,6.44,-0.19,-0.25,0.38,0.00,1.02
38.00,0.00,257.44,5.25,-96.38,-0.06,0.31,0.12,0.00,1.04
38.00,1.00,248.88,3.19,-66.00,0.00,0.25,0.50,0.00,1.04
38.00,2.00,335.62,-25.25,6.44,-0.06,-0.44,0.56,0.00,1.04
38.00,0.00,257.44,5.25,-96.38,-0.06,0.31,0.19,0.00,1.06
38.00,1.00,248.88,3.19,-66.00,-0.06,0.12,0.44,0.00,1.06
38.00,2.00,335.62,-25.25,6.44,0.00,-0.50,0.31,0.00,1.06
38.00,0.00,257.38,5.25,-96.38,0.00,0.75,0.56,-0.01,1.08
38.00,1.00,248.88,3.19,-66.00,0.25,-0.12,0.50,-0.01,1.08
38.00,2.00,335.62,-25.25,6.44,0.38,-0.69,0.31,-0.01,1.08
38.00,0.00,257.38,5.25,-96.38,0.44,1.12,1.00,-0.03,1.10
38.00,1.00,248.88,3.19,-66.00,0.06,-0.12,0.50,-0.03,1.10
38.00,2.00,335.62,-25.25,6.38,1.06,-0.50,0.19,-0.03,1.10
38.00,0.00,257.31,5.25,-96.38,0.56,1.44,0.62,-0.05,1.12
38.00,1.00,248.88,3.19,-66.00,0.69,-0.12,0.62,-0.05,1.12
38.00,2.00,335.62,-25.19,6.38,1.00,-0.69,0.69,-0.05,1.12
38.00,0.00,257.31,5.25,-96.38,0.44,1.25,0.31,-0.08,1.14
38.00,1.00,248.88,3.19,-66.06,1.81,-0.19,1.06,-0.08,1.14
38.00,2.00,335.56,-25.19,6.31,1.62,-1.12,0.94,-0.08,1.14
38.00,0.00,257.25,5.25,-96.38,0.75,1.06,0.19,-0.13,1.16
38.00,1.00,248.88,3.19,-66.12,2.81,-0.81,1.19,-0.13,1.16
