Iteration,IMUNo,OrientationX (deg),OrientationY,OrientationZ,GyroX (20rad/sec),GyroY,GyroZ,Elbow_Pos (rad),Time (sec)
70.00,0.00,276.50,9.50,-111.75,-0.50,0.44,-0.75,0.00,1.02
70.00,1.00,252.75,-5.56,-64.62,0.00,0.50,0.75,0.00,1.02
70.00,2.00,241.75,-26.81,18.00,-0.56,-0.31,0.56,0.00,1.02
70.00,0.00,276.50,9.50,-111.75,-0.38,0.94,-0.44,-0.01,1.04
70.00,1.00,252.69,-5.56,-64.62,0.00,0.44,0.50,-0.01,1.04
70.00,2.00,241.75,-26.81,18.00,-0.19,-0.12,0.44,-0.01,1.04
70.00,0.00,276.50,9.50,-111.75,-0.19,0.88,0.06,-0.02,1.06
70.00,1.00,252.69,-5.56,-64.62,0.25,0.12,0.31,-0.02,1.06
70.00,2.00,241.75,-26.81,18.00,0.25,-0.38,0.31,-0.02,1.06
70.00,0.00,276.44,9.50,-111.75,-0.06,0.81,0.19,-0.03,1.08
70.00,1.00,252.69,-5.56,-64.62,0.19,0.19,0.19,-0.03,1.08
70.00,2.00,241.75,-26.81,18.00,0.19,-0.38,0.06,-0.03,1.08
70.00,0.00,276.44,9.50,-111.75,0.12,0.50,0.12,-0.01,1.10
70.00,1.00,252.69,-5.56,-64.62,-0.25,0.38,0.12,-0.01,1.10
70.00,2.00,241.75,-26.81,18.00,-0.38,-0.31,-0.25,-0.01,1.10
70.00,0.00,276.44,9.50,-111.75,-0.12,0.06,-0.12,-0.01,1.12
70.00,1.00,252.69,-5.56,-64.62,-0.06,0.06,0.25,-0.01,1.12
70.00,2.00,241.75,-26.81,18.00,-0.31,-0.06,0.44,-0.01,1.12
70.00,0.00,276.44,9.50,-111.75,-0.50,-0.31,-0.19,-0.02,1.14
70.00,1.00,252.69,-5.56,-64.62,0.44,0.12,0.38,-0.02,1.14
70.00,2.00,241.75,-26.81,18.00,-0.06,-0.50,0.38,-0.02,1.14
70.00,0.00,276.44,9.50,-111.75,-0.38,-0.19,0.00,-0.07,1.16
70.00,1.00,252.69,-5.56,-64.62,0.62,-0.12,0.25,-0.07,1.16
70.00,2.00,241.75,-26.81,18.00,0.62,0.00,-0.25,-0.07,1.16
70.00,0.00,276.44,9.50,-111.75,-0.31,-0.38,0.31,-0.08,1.18
70.00,1.00,252.69,-5.56,-64.62,0.31,-0.19,0.25,-0.08,1.18
