Iteration,IMUNo,OrientationX (deg),OrientationY,OrientationZ,GyroX (20rad/sec),GyroY,GyroZ,Elbow_Pos (rad),Time (sec)
1.00,0.00,296.94,6.81,-107.19,0.00,-0.31,-0.62,0.01,1.02
1.00,1.00,337.19,-6.94,-64.50,-0.06,0.06,-0.50,0.01,1.02
1.00,2.00,291.00,-29.62,18.00,-0.31,0.81,-0.06,0.01,1.02
1.00,0.00,296.94,6.81,-107.19,0.19,-0.62,-0.69,0.01,1.02
1.00,1.00,337.19,-6.94,-64.50,0.19,0.25,-0.56,0.01,1.04
1.00,2.00,291.00,-29.62,18.00,0.12,0.62,-0.12,0.01,1.04
1.00,0.00,296.94,6.81,-107.19,0.19,-0.50,-0.44,0.01,1.04
1.00,1.00,337.19,-6.94,-64.50,0.56,-0.31,-0.69,0.01,1.06
1.00,2.00,291.00,-29.62,18.00,0.31,0.75,0.00,0.01,1.06
1.00,0.00,296.94,6.81,-107.19,-0.06,-0.50,-0.06,0.00,1.06
1.00,1.00,337.19,-7.00,-64.50,0.69,-0.06,-0.56,0.00,1.06
1.00,2.00,291.00,-29.62,18.00,0.31,0.56,-0.12,0.00,1.08
1.00,0.00,296.94,6.81,-107.19,0.00,-0.12,0.06,-0.01,1.08
1.00,1.00,337.19,-7.00,-64.50,0.25,-0.50,-0.38,-0.01,1.08
1.00,2.00,291.00,-29.62,18.00,0.31,0.44,-0.44,-0.01,1.08
1.00,0.00,296.94,6.81,-107.19,0.38,-0.12,-0.19,-0.01,1.10
1.00,1.00,337.19,-7.00,-64.50,0.38,-0.50,-0.44,-0.01,1.10
1.00,2.00,291.00,-29.62,18.00,0.56,0.31,-0.25,-0.01,1.10
1.00,0.00,296.94,6.81,-107.19,0.25,-0.62,-0.12,-0.02,1.12
1.00,1.00,337.19,-7.00,-64.50,0.75,-0.31,-0.31,-0.02,1.12
1.00,2.00,291.00,-29.62,18.00,0.38,0.19,-0.38,-0.02,1.12
1.00,0.00,296.94,6.81,-107.19,0.25,-0.69,0.00,-0.02,1.14
1.00,1.00,337.19,-7.00,-64.50,0.62,-0.38,-0.38,-0.02,1.14
1.00,2.00,291.00,-29.62,18.00,0.50,0.38,-0.38,-0.02,1.14
1.00,0.00,297.00,6.81,-107.19,-0.06,-1.06,0.25,-0.03,1.16
1.00,1.00,337.19,-7.00,-64.50,0.44,-0.38,-0.25,-0.03,1.16
1.00,2.00,291.00,-29.62,18.00,0.38,-0.06,-0.44,-0.03,1.16
1.00,0.00,297.00,6.81,-107.19,0.19,-0.69,0.31,-0.04,1.18
1.00,1.00,337.19,-7.00,-64.50,0.62,-0.56,0.00,-0.04,1.18
1.00,2.00,291.00,-29.62,18.00,0.31,0.06,-0.44,-0.04,1.18
1.00,0.00,297.00,6.75,-107.19,0.06,-0.50,0.44,-0.04,1.20
1.00,1.00,337.19,-7.00,-64.50,0.25,-0.75,-0.06,-0.04,1.20
1.00,2.00,290.94,-29.62,18.00,0.06,-0.19,-0.31,-0.04,1.20
1.00,0.00,297.00,6.75,-107.19,0.00,-0.50,0.31,-0.04,1.22
1.00,1.00,337.19,-7.00,-64.50,0.44,-0.56,-0.12,-0.04,1.22
1.00,2.00,290.94,-29.62,17.94,0.19,-0.06,-0.25,-0.04,1.22
1.00,0.00,297.00,6.75,-107.19,0.19,-0.44,0.31,-0.05,1.24
1.00,1.00,337.19,-7.00,-64.56,0.44,-0.44,-0.31,-0.05,1.24
1.00,2.00,290.94,-29.62,17.94,0.44,0.00,-0.31,-0.05,1.24
1.00,0.00,297.00,6.75,-107.19,-0.06,-0.38,0.38,-0.06,1.26
1.00,1.00,337.19,-7.00,-64.56,0.56,-0.25,0.00,-0.06,1.26
1.00,2.00,290.94,-29.62,17.94,0.31,-0.25,-0.25,-0.06,1.26
1.00,0.00,297.06,6.75,-107.19,-0.38,-0.75,0.44,-0.06,1.28
1.00,1.00,337.19,-7.00,-64.56,0.25,-0.19,0.25,-0.06,1.28
1.00,2.00,290.94,-29.69,17.94,-0.25,-0.19,-0.19,-0.06,1.28
1.00,0.00,297.06,6.75,-107.19,0.00,-0.38,0.38,-0.05,1.30
1.00,1.00,337.19,-7.00,-64.56,0.62,-0.25,0.25,-0.05,1.30
1.00,2.00,290.94,-29.69,17.94,-0.25,-0.25,-0.06,-0.05,1.30
1.00,0.00,297.06,6.75,-107.19,-0.19,-0.31,0.25,-0.07,1.32
1.00,1.00,337.19,-7.00,-64.56,0.25,0.00,0.50,-0.07,1.32
1.00,2.00,290.94,-29.69,17.88,0.38,0.00,-0.19,-0.07,1.32
1.00,0.00,297.06,6.75,-107.19,0.25,-0.38,0.44,-0.07,1.34
1.00,1.00,337.19,-6.94,-64.56,0.00,-0.06,0.62,-0.07,1.34
1.00,2.00,290.94,-29.69,17.88,0.19,-0.06,-0.50,-0.07,1.34
1.00,0.00,297.06,6.75,-107.19,0.19,-0.44,0.44,-0.07,1.36
1.00,1.00,337.19,-6.94,-64.56,0.00,0.12,0.69,-0.07,1.36
1.00,2.00,290.94,-29.69,17.88,0.19,-0.31,-0.19,-0.07,1.36
1.00,0.00,297.06,6.75,-107.19,0.31,0.12,0.19,-0.06,1.38
1.00,1.00,337.19,-6.94,-64.56,0.00,0.25,0.56,-0.06,1.38
1.00,2.00,290.94,-29.69,17.88,0.19,-0.12,0.25,-0.06,1.38
1.00,0.00,297.06,6.75,-107.19,0.81,0.19,0.12,-0.05,1.40
1.00,1.00,337.19,-6.94,-64.56,0.06,0.38,0.38,-0.05,1.40
