Iteration,IMUNo,OrientationX (deg),OrientationY,OrientationZ,GyroX (20rad/sec),GyroY,GyroZ,Elbow_Pos (rad),Time (sec)
113.00,0.00,229.62,10.31,-112.69,-0.31,0.00,-0.31,-0.02,0.00
113.00,1.00,227.31,-4.06,-64.56,-0.38,0.19,-0.12,-0.02,0.00
113.00,2.00,220.12,-27.12,22.69,0.25,0.00,0.00,-0.02,0.00
113.00,0.00,229.81,10.31,-112.62,-0.69,-1.12,0.31,-0.02,1.02
113.00,1.00,227.38,-4.12,-64.50,-0.12,0.19,-0.19,-0.02,1.02
113.00,2.00,220.06,-27.00,22.69,-0.62,-0.50,-0.06,-0.02,1.02
113.00,0.00,229.88,10.31,-112.62,-0.81,-0.94,-0.12,-0.02,1.04
113.00,1.00,227.38,-4.12,-64.50,0.06,0.25,-0.25,-0.02,1.04
113.00,2.00,220.06,-27.00,22.69,-0.81,-0.12,0.25,-0.02,1.04
113.00,0.00,229.88,10.31,-112.56,-1.12,-0.62,-0.50,-0.05,1.06
113.00,1.00,227.38,-4.12,-64.50,-0.38,0.56,-0.25,-0.05,1.06
113.00,2.00,220.06,-27.00,22.69,-0.50,-0.25,-0.06,-0.05,1.06
113.00,0.00,229.94,10.31,-112.56,-1.38,-0.50,-0.88,-0.07,1.08
113.00,1.00,227.38,-4.12,-64.50,-0.56,0.81,-0.38,-0.07,1.08
113.00,2.00,220.06,-27.00,22.69,-0.69,-0.25,0.12,-0.07,1.08
113.00,0.00,229.94,10.25,-112.50,-1.25,-0.06,-1.06,-0.09,1.10
113.00,1.00,227.38,-4.12,-64.50,-0.69,0.69,-0.50,-0.09,1.10
113.00,2.00,220.06,-27.00,22.69,-0.69,-0.44,0.31,-0.09,1.10
113.00,0.00,230.00,10.25,-112.50,-1.19,0.25,-1.56,-0.12,1.12
113.00,1.00,227.38,-4.12,-64.50,-0.44,0.44,-0.56,-0.12,1.12
113.00,2.00,220.06,-27.00,22.69,-0.50,-0.31,0.44,-0.12,1.12
113.00,0.00,230.00,10.25,-112.50,-0.88,0.75,-1.38,-0.14,1.14
113.00,1.00,227.38,-4.12,-64.50,-0.44,0.50,-0.75,-0.14,1.14
113.00,2.00,220.06,-27.00,22.69,-0.25,-0.25,0.50,-0.14,1.14
113.00,0.00,230.00,10.19,-112.50,-0.56,0.88,-1.12,-0.16,1.16
113.00,1.00,227.38,-4.19,-64.50,-0.38,0.31,-0.44,-0.16,1.16
113.00,2.00,220.06,-27.00,22.69,-0.12,-0.38,0.25,-0.16,1.16
113.00,0.00,230.00,10.19,-112.50,-0.69,0.81,-1.12,-0.16,1.18
113.00,1.00,227.38,-4.19,-64.50,-0.62,0.31,-0.62,-0.16,1.18
113.00,2.00,220.06,-27.00,22.69,-0.56,-0.38,0.44,-0.16,1.18
113.00,0.00,230.00,10.19,-112.56,-0.44,0.62,-1.25,-0.15,1.20
113.00,1.00,227.38,-4.19,-64.50,-0.81,0.25,-0.62,-0.15,1.20
113.00,2.00,220.06,-27.00,22.75,-0.69,-0.38,0.50,-0.15,1.20
113.00,0.00,230.00,10.19,-112.56,-0.44,0.44,-1.25,-0.15,1.22
113.00,1.00,227.38,-4.19,-64.50,-0.81,0.44,-0.44,-0.15,1.22
113.00,2.00,220.06,-27.00,22.75,-0.62,-0.56,0.75,-0.15,1.22
113.00,0.00,230.06,10.12,-112.56,0.00,0.50,-1.06,-0.15,1.24
113.00,1.00,227.38,-4.19,-64.50,-0.69,0.75,-0.56,-0.15,1.24
113.00,2.00,220.06,-26.94,22.75,0.06,-1.00,0.56,-0.15,1.24
113.00,0.00,230.06,10.12,-112.62,1.06,-0.19,-0.31,-0.18,1.26
113.00,1.00,227.38,-4.19,-64.44,-1.06,1.19,-0.50,-0.18,1.26
113.00,2.00,220.06,-26.94,22.69,2.00,-2.62,0.31,-0.18,1.26
113.00,0.00,230.06,10.12,-112.69,2.88,0.00,0.75,-0.15,1.28
113.00,1.00,227.38,-4.25,-64.44,-1.62,0.94,-0.94,-0.15,1.28
113.00,2.00,220.06,-26.88,22.62,1.88,-3.81,-0.50,-0.15,1.28
113.00,0.00,230.00,10.12,-112.81,4.00,-0.25,1.19,-0.11,1.30
113.00,1.00,227.38,-4.25,-64.44,-1.31,0.56,-1.00,-0.11,1.30
113.00,2.00,220.06,-26.81,22.56,3.06,-4.88,-0.69,-0.11,1.30
113.00,0.00,229.94,10.19,-113.00,8.88,-0.56,3.12,0.13,1.32
113.00,1.00,227.38,-4.25,-64.38,-1.62,0.38,-1.12,0.13,1.32
