Iteration,IMUNo,OrientationX (deg),OrientationY,OrientationZ,GyroX (20rad/sec),GyroY,GyroZ,Elbow_Pos (rad),Time (sec)
41.00,0.00,269.50,6.69,-109.94,-0.69,-0.38,0.06,0.01,1.02
41.00,1.00,278.12,-5.06,-64.19,-0.88,-0.12,-0.12,0.01,1.02
41.00,2.00,267.25,-28.44,21.56,-0.88,0.00,0.00,0.01,1.02
41.00,0.00,269.50,6.69,-109.94,-0.75,-0.25,0.06,0.01,1.04
41.00,1.00,278.12,-5.06,-64.12,-0.81,-0.12,-0.12,0.01,1.04
41.00,2.00,267.25,-28.44,21.56,-0.94,0.25,0.06,0.01,1.04
41.00,0.00,269.50,6.69,-109.94,-0.62,-0.31,-0.06,0.01,1.06
41.00,1.00,278.12,-5.06,-64.12,-0.75,0.06,-0.25,0.01,1.06
41.00,2.00,267.25,-28.44,21.56,-0.56,0.31,0.19,0.01,1.06
41.00,0.00,269.50,6.69,-109.94,-0.62,-0.12,0.06,0.01,1.08
41.00,1.00,278.12,-5.06,-64.12,-0.44,0.00,-0.06,0.01,1.08
41.00,2.00,267.25,-28.44,21.56,-0.56,0.38,0.06,0.01,1.08
41.00,0.00,269.50,6.69,-109.94,-0.50,-0.44,-0.12,0.02,1.10
41.00,1.00,278.12,-5.06,-64.12,-0.50,0.00,-0.12,0.02,1.10
41.00,2.00,267.25,-28.44,21.56,-0.69,0.12,0.25,0.02,1.10
41.00,0.00,269.50,6.69,-109.94,-0.31,-0.31,-0.12,0.05,1.12
41.00,1.00,278.12,-5.06,-64.12,-0.88,0.19,0.00,0.05,1.12
41.00,2.00,267.25,-28.44,21.56,-1.12,0.12,0.38,0.05,1.12
41.00,0.00,269.50,6.69,-109.94,-0.25,0.19,-0.38,0.08,1.14
41.00,1.00,278.12,-5.06,-64.12,-0.69,-0.06,0.12,0.08,1.14
41.00,2.00,267.25,-28.44,21.56,-1.06,0.00,0.38,0.08,1.14
41.00,0.00,269.50,6.69,-109.94,-0.19,0.50,-0.25,0.10,1.16
41.00,1.00,278.12,-5.06,-64.12,-0.50,0.12,0.19,0.10,1.16
41.00,2.00,267.25,-28.44,21.56,-0.75,-0.25,0.44,0.10,1.16
41.00,0.00,269.50,6.69,-109.94,-0.25,0.69,0.12,0.11,1.18
41.00,1.00,278.12,-5.06,-64.06,-0.56,-0.12,0.19,0.11,1.18
41.00,2.00,267.25,-28.44,21.56,-0.62,0.31,0.44,0.11,1.18
41.00,0.00,269.50,6.69,-109.94,-0.44,0.75,0.25,0.13,1.20
41.00,1.00,278.12,-5.06,-64.06,-0.44,0.25,0.25,0.13,1.20
41.00,2.00,267.19,-28.44,21.56,-0.75,-0.19,0.75,0.13,1.20
41.00,0.00,269.44,6.69,-109.94,-0.38,1.00,0.06,0.15,1.22
41.00,1.00,278.12,-5.06,-64.12,-0.50,0.69,0.44,0.15,1.22
41.00,2.00,267.19,-28.44,21.56,-1.12,-0.12,0.94,0.15,1.22
41.00,0.00,269.44,6.69,-109.94,0.06,1.81,-0.12,0.20,1.24
41.00,1.00,278.12,-5.06,-64.06,-0.69,0.12,0.31,0.20,1.24
41.00,2.00,267.19,-28.44,21.56,-1.19,0.06,0.88,0.20,1.24
41.00,0.00,269.38,6.69,-109.94,0.12,1.62,-0.25,0.25,1.26
41.00,1.00,278.12,-5.06,-64.06,-0.62,0.56,0.12,0.25,1.26
41.00,2.00,267.12,-28.44,21.56,-1.19,0.19,0.75,0.25,1.26
41.00,0.00,269.31,6.75,-109.94,0.38,1.31,0.38,0.29,1.28
41.00,1.00,278.12,-5.06,-64.06,-0.62,0.56,0.19,0.29,1.28
41.00,2.00,267.12,-28.44,21.56,-0.69,-0.38,0.88,0.29,1.28
41.00,0.00,269.31,6.75,-109.94,0.31,1.19,0.38,0.33,1.30
41.00,1.00,278.12,-5.06,-64.06,-0.69,0.62,0.25,0.33,1.30
41.00,2.00,267.06,-28.44,21.56,-0.62,-0.75,1.00,0.33,1.30
41.00,0.00,269.31,6.75,-109.94,1.12,1.12,0.50,0.37,1.32
41.00,1.00,278.12,-5.06,-64.06,-0.19,1.12,0.38,0.37,1.32
41.00,2.00,267.06,-28.44,21.56,-0.06,-0.81,1.12,0.37,1.32
41.00,0.00,269.25,6.75,-110.00,1.56,1.06,0.44,0.41,1.34
41.00,1.00,278.12,-5.06,-64.06,0.19,0.56,0.44,0.41,1.34
41.00,2.00,267.06,-28.44,21.50,0.44,-1.06,1.38,0.41,1.34
41.00,0.00,269.19,6.75,-110.12,3.19,1.25,0.81,0.52,1.36
41.00,1.00,278.12,-5.06,-64.06,0.44,0.62,0.31,0.52,1.36
41.00,2.00,267.00,-28.44,21.50,0.31,-1.06,1.38,0.52,1.36
41.00,0.00,269.06,6.81,-110.31,5.75,2.00,2.19,0.71,1.38
41.00,1.00,278.12,-5.06,-64.06,0.62,0.12,0.25,0.71,1.38
41.00,2.00,267.00,-28.38,21.50,0.69,-1.44,1.38,0.71,1.38
41.00,0.00,268.81,6.94,-110.56,10.12,3.00,4.56,1.03,1.40
41.00,1.00,278.12,-5.06,-64.06,0.69,-0.25,-0.06,1.03,1.40
41.00,2.00,266.94,-28.38,21.44,1.81,-2.88,1.31,1.03,1.40
41.00,0.00,268.50,7.12,-110.94,14.19,4.75,6.19,1.49,1.42
41.00,1.00,278.12,-5.06,-64.06,0.75,-0.81,-0.31,1.49,1.42
41.00,2.00,266.94,-28.31,21.38,1.88,-3.88,1.31,1.49,1.42
41.00,0.00,268.06,7.31,-111.44,16.12,5.06,7.25,2.03,1.44
41.00,1.00,278.12,-5.06,-64.12,1.06,-1.31,-0.38,2.03,1.44
41.00,2.00,266.88,-28.25,21.25,1.94,-4.75,1.44,2.03,1.44
41.00,0.00,267.62,7.56,-111.81,23.31,6.81,9.25,2.82,1.46
41.00,1.00,278.12,-5.06,-64.12,1.31,-1.69,-0.50,2.82,1.46
41.00,2.00,266.88,-28.12,21.19,2.50,-5.38,1.12,2.82,1.46
41.00,0.00,267.06,7.81,-112.38,28.31,7.94,11.38,3.83,1.48
41.00,1.00,278.19,-5.00,-64.12,1.69,-2.25,-0.56,3.83,1.48
41.00,2.00,266.81,-28.06,21.12,1.62,-5.06,1.19,3.83,1.50
41.00,0.00,266.44,8.06,-113.00,36.44,8.88,14.94,5.15,1.50
41.00,1.00,278.25,-5.00,-64.19,1.44,-2.69,-0.69,5.15,1.50
41.00,2.00,266.81,-28.00,21.06,1.50,-5.06,1.12,5.15,1.50
41.00,0.00,265.69,8.44,-113.69,40.19,8.19,16.19,6.58,1.52
41.00,1.00,278.25,-5.00,-64.19,1.50,-2.81,-0.50,6.58,1.52
41.00,2.00,266.75,-27.88,21.00,2.50,-5.06,1.56,6.58,1.52
41.00,0.00,264.94,8.81,-114.56,47.06,6.81,19.69,8.25,1.54
41.00,1.00,278.31,-5.00,-64.25,1.62,-3.19,-0.88,8.25,1.54
41.00,2.00,266.69,-27.81,20.88,2.75,-4.88,2.38,8.25,1.54
41.00,0.00,263.94,9.31,-115.56,50.81,9.06,23.56,10.02,1.56
41.00,1.00,278.38,-5.00,-64.25,1.81,-3.19,-1.75,10.02,1.56
41.00,2.00,266.62,-27.75,20.75,4.00,-4.88,2.62,10.02,1.56
41.00,0.00,262.81,9.81,-116.56,52.62,11.94,26.00,11.84,1.58
41.00,1.00,278.44,-5.00,-64.31,2.62,-3.19,-1.56,11.84,1.58
41.00,2.00,266.56,-27.69,20.62,4.50,-5.06,3.56,11.84,1.60
41.00,0.00,261.56,10.38,-117.62,57.25,12.62,28.00,13.85,1.60
41.00,1.00,278.50,-4.94,-64.38,2.88,-3.00,-1.31,13.85,1.60
41.00,2.00,266.50,-27.62,20.44,4.12,-5.56,4.50,13.85,1.60
41.00,0.00,260.25,11.00,-118.75,58.88,11.75,28.62,15.95,1.62
41.00,1.00,278.56,-4.94,-64.44,2.38,-2.62,-0.88,15.95,1.62
41.00,2.00,266.38,-27.50,20.25,3.50,-6.12,5.38,15.95,1.62
41.00,0.00,258.88,11.62,-119.94,61.06,10.31,30.06,18.14,1.64
41.00,1.00,278.56,-4.94,-64.50,1.81,-1.81,-0.69,18.14,1.64
41.00,2.00,266.25,-27.44,20.06,3.06,-6.25,6.62,18.14,1.64
41.00,0.00,257.50,12.19,-121.25,61.75,9.38,30.69,20.36,1.66
41.00,1.00,278.56,-4.88,-64.56,1.31,-0.62,-0.50,20.36,1.66
41.00,2.00,266.12,-27.38,19.81,3.19,-6.62,7.69,20.36,1.66
41.00,0.00,256.06,12.75,-122.50,62.25,8.06,30.44,22.62,1.68
41.00,1.00,278.56,-4.88,-64.62,0.81,0.62,0.12,22.62,1.68
41.00,2.00,265.88,-27.25,19.56,2.56,-7.94,9.12,22.62,1.68
41.00,0.00,254.62,13.31,-123.81,63.75,8.25,30.31,24.94,1.70
41.00,1.00,278.56,-4.81,-64.69,0.50,1.44,0.56,24.94,1.70
41.00,2.00,265.69,-27.19,19.38,2.50,-8.75,10.88,24.94,1.70
41.00,0.00,253.25,13.81,-125.12,63.50,7.06,28.62,27.30,1.72
41.00,1.00,278.50,-4.81,-64.75,0.56,2.31,0.75,27.30,1.72
41.00,2.00,265.44,-27.06,19.19,0.94,-8.88,11.31,27.30,1.72
41.00,0.00,251.94,14.25,-126.44,64.31,3.44,27.81,29.75,1.74
41.00,1.00,278.44,-4.81,-64.75,1.00,2.12,0.62,29.75,1.74
41.00,2.00,265.19,-27.00,19.00,-0.25,-8.00,11.25,29.75,1.74
41.00,0.00,250.56,14.75,-127.75,63.06,3.75,27.56,32.11,1.76
41.00,1.00,278.38,-4.81,-64.81,0.44,2.31,0.00,32.11,1.76
41.00,2.00,264.94,-26.94,18.88,0.50,-6.69,11.06,32.11,1.76
41.00,0.00,249.19,15.19,-129.00,61.31,3.31,25.38,34.35,1.78
41.00,1.00,278.38,-4.88,-64.81,-0.44,1.94,-0.75,34.35,1.78
41.00,2.00,264.75,-26.88,18.69,2.12,-6.56,10.44,34.35,1.78
41.00,0.00,248.06,15.44,-130.19,60.06,0.81,22.88,36.50,1.80
41.00,1.00,278.38,-4.88,-64.88,-0.56,2.38,-0.69,36.50,1.80
41.00,2.00,264.50,-26.81,18.50,3.19,-7.06,10.00,36.50,1.80
41.00,0.00,247.06,15.69,-131.31,55.38,0.56,18.81,38.48,1.82
41.00,1.00,278.31,-4.88,-64.88,-0.94,2.94,-0.31,38.48,1.82
41.00,2.00,264.31,-26.69,18.31,3.12,-7.25,10.12,38.48,1.82
41.00,0.00,246.00,15.88,-132.38,54.75,-0.25,17.25,40.42,1.84
41.00,1.00,278.25,-4.94,-64.88,-0.88,3.44,-0.50,40.42,1.84
41.00,2.00,264.06,-26.62,18.06,3.38,-6.81,11.38,40.42,1.84
41.00,0.00,244.75,16.12,-133.56,57.25,-0.38,18.75,42.53,1.86
41.00,1.00,278.25,-4.94,-64.88,-1.31,3.56,0.00,42.53,1.86
41.00,2.00,263.81,-26.56,17.88,1.50,-6.69,12.38,42.53,1.86
41.00,0.00,243.56,16.38,-134.69,55.44,-3.44,17.94,44.63,1.88
41.00,1.00,278.19,-4.94,-64.88,-1.81,3.38,0.44,44.63,1.88
41.00,2.00,263.56,-26.50,17.75,0.06,-7.06,12.38,44.63,1.90
41.00,0.00,242.50,16.56,-135.81,52.38,-3.94,16.56,46.63,1.90
41.00,1.00,278.12,-5.00,-64.88,-1.94,3.31,-0.25,46.63,1.90
41.00,2.00,263.31,-26.50,17.62,-0.50,-6.50,11.06,46.63,1.90
41.00,0.00,241.38,16.69,-136.88,50.25,-2.25,14.44,48.51,1.92
41.00,1.00,278.12,-5.00,-64.88,-2.69,3.00,-1.19,48.51,1.92
41.00,2.00,263.12,-26.38,17.50,0.50,-7.06,9.81,48.51,1.92
