Iteration,IMUNo,OrientationX (deg),OrientationY,OrientationZ,GyroX (20rad/sec),GyroY,GyroZ,Elbow_Pos (rad),Time (sec)
75.00,0.00,213.88,2.62,-96.19,0.25,-0.12,0.25,0.01,1.02
75.00,1.00,251.94,-4.31,-59.75,0.12,-0.06,0.19,0.01,1.02
75.00,2.00,81.00,-27.19,1.06,0.06,-0.38,0.06,0.01,1.02
75.00,0.00,213.88,2.62,-96.19,-0.31,-0.06,-0.06,0.00,1.02
75.00,1.00,251.94,-4.31,-59.75,0.00,0.12,0.25,0.00,1.04
75.00,2.00,81.00,-27.19,1.06,-0.19,-0.38,0.12,0.00,1.04
75.00,0.00,213.88,2.62,-96.19,-0.62,0.38,-0.31,-0.01,1.04
75.00,1.00,251.94,-4.31,-59.75,0.12,0.56,0.06,-0.01,1.04
75.00,2.00,81.00,-27.19,1.06,-0.31,-0.31,0.25,-0.01,1.06
75.00,0.00,213.88,2.62,-96.19,-0.50,0.50,-0.25,-0.01,1.06
75.00,1.00,251.94,-4.31,-59.75,-0.25,-0.12,-0.44,-0.01,1.06
75.00,2.00,81.00,-27.19,1.06,-0.44,-0.12,0.31,-0.01,1.06
75.00,0.00,213.81,2.62,-96.19,-0.19,0.44,0.00,-0.02,1.08
75.00,1.00,251.94,-4.31,-59.75,-1.06,-0.25,-0.25,-0.02,1.08
75.00,2.00,81.00,-27.19,1.06,0.00,-0.25,-0.25,-0.02,1.08
75.00,0.00,213.81,2.62,-96.19,0.19,0.81,0.25,0.01,1.10
75.00,1.00,251.94,-4.31,-59.69,0.06,0.88,0.56,0.01,1.10
75.00,2.00,81.00,-27.19,1.06,-0.56,-0.19,0.06,0.01,1.10
75.00,0.00,213.81,2.62,-96.19,0.12,0.50,0.25,0.04,1.12
75.00,1.00,251.94,-4.31,-59.69,-0.19,0.25,0.38,0.04,1.12
75.00,2.00,81.00,-27.19,1.06,-0.69,-0.62,0.56,0.04,1.12
75.00,0.00,213.81,2.62,-96.19,0.00,0.25,0.25,0.06,1.14
75.00,1.00,251.94,-4.31,-59.69,-0.88,0.62,0.69,0.06,1.14
75.00,2.00,81.00,-27.19,1.06,-0.81,-0.56,0.31,0.06,1.14
75.00,0.00,213.81,2.62,-96.12,-0.75,0.38,-0.06,0.06,1.16
75.00,1.00,251.88,-4.31,-59.69,-0.94,0.44,0.75,0.06,1.16
75.00,2.00,81.00,-27.19,1.06,-0.62,-0.50,0.31,0.06,1.16
75.00,0.00,213.81,2.62,-96.12,-0.75,0.88,-0.19,0.06,1.18
75.00,1.00,251.88,-4.31,-59.69,-0.12,0.31,0.31,0.06,1.18
75.00,2.00,80.94,-27.19,1.06,-0.69,-0.44,0.44,0.06,1.18
75.00,0.00,213.75,2.62,-96.12,-0.56,0.94,-0.19,0.08,1.20
75.00,1.00,251.88,-4.31,-59.69,-1.44,0.12,0.12,0.08,1.20
75.00,2.00,80.94,-27.19,1.12,-1.31,-1.06,0.19,0.08,1.20
75.00,0.00,213.75,2.62,-96.12,-0.19,0.88,0.50,0.11,1.22
75.00,1.00,251.88,-4.31,-59.62,-0.75,-0.06,0.00,0.11,1.22
75.00,2.00,80.94,-27.12,1.12,-1.00,-0.69,-0.50,0.11,1.22
75.00,0.00,213.75,2.62,-96.12,-0.38,0.38,0.44,0.12,1.24
75.00,1.00,251.88,-4.31,-59.62,-1.75,-0.06,0.00,0.12,1.24
75.00,2.00,80.94,-27.12,1.12,-0.69,-0.50,-0.75,0.12,1.24
75.00,0.00,213.75,2.62,-96.12,-0.50,0.75,0.38,0.13,1.26
75.00,1.00,251.88,-4.31,-59.62,-2.19,-0.19,0.06,0.13,1.26
